iShares Core S&P 500 ETF
Fund Holdings as of,"Mar 24, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"745,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"USD","USD CASH","Cash and/or Derivatives","Cash","192,755,604.51","0.07","192,755,604.51","192,755,605.00","100.00","United States","-","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","192,030,589.38","0.06","192,030,589.38","619,114.00","310.17","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","191,540,906.61","0.06","191,540,906.61","2,272,943.00","84.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","189,670,070.76","0.06","189,670,070.76","4,842,228.00","39.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","188,097,600.22","0.06","188,097,600.22","1,814,038.00","103.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","186,925,420.86","0.06","186,925,420.86","2,174,057.00","85.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","186,581,579.40","0.06","186,581,579.40","883,854.00","211.10","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","186,445,084.56","0.06","186,445,084.56","6,532,764.00","28.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","186,447,194.05","0.06","186,447,194.05","553,535.00","336.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","185,735,443.92","0.06","185,735,443.92","2,809,066.00","66.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","184,377,425.75","0.06","184,377,425.75","1,727,189.00","106.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","182,905,480.00","0.06","182,905,480.00","1,193,900.00","153.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","180,586,161.99","0.06","180,586,161.99","5,716,561.00","31.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","177,569,536.00","0.06","177,569,536.00","417,850.00","424.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","176,498,908.40","0.06","176,498,908.40","4,499,080.00","39.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","176,164,934.40","0.06","176,164,934.40","1,245,510.00","141.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","175,788,740.40","0.06","175,788,740.40","6,564,180.00","26.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","174,080,491.20","0.06","174,080,491.20","2,197,986.00","79.20","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","173,447,414.01","0.06","173,447,414.01","1,509,157.00","114.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","173,440,890.00","0.06","173,440,890.00","1,101,212.00","157.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABORATORY CORPORATION OF AMERICA","Health Care","Equity","172,513,322.60","0.06","172,513,322.60","789,860.00","218.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","170,001,317.20","0.06","170,001,317.20","3,036,280.00","55.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","168,304,655.22","0.06","168,304,655.22","1,404,177.00","119.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","166,962,265.64","0.06","166,962,265.64","1,413,497.00","118.12","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","166,448,306.56","0.06","166,448,306.56","7,029,067.00","23.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","165,547,316.46","0.06","165,547,316.46","1,084,987.00","152.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","164,876,001.64","0.06","164,876,001.64","816,703.00","201.88","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","163,918,668.00","0.06","163,918,668.00","885,090.00","185.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","162,897,105.84","0.05","162,897,105.84","1,417,236.00","114.94","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","162,875,453.37","0.05","162,875,453.37","2,235,151.00","72.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","162,609,226.76","0.05","162,609,226.76","11,427,212.00","14.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","161,627,504.88","0.05","161,627,504.88","2,296,824.00","70.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","161,169,101.43","0.05","161,169,101.43","1,486,937.00","108.39","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","160,376,584.74","0.05","160,376,584.74","3,021,982.00","53.07","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","159,231,966.85","0.05","159,231,966.85","2,929,751.00","54.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","159,050,598.20","0.05","159,050,598.20","5,612,230.00","28.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","158,858,516.04","0.05","158,858,516.04","529,599.00","299.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","158,430,482.17","0.05","158,430,482.17","1,606,963.00","98.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","158,361,868.95","0.05","158,361,868.95","1,807,165.00","87.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","158,106,294.67","0.05","158,106,294.67","4,249,027.00","37.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","156,979,414.07","0.05","156,979,414.07","5,297,989.00","29.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","156,910,785.53","0.05","156,910,785.53","2,596,571.00","60.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","156,197,794.38","0.05","156,197,794.38","439,969.00","355.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","155,231,319.88","0.05","155,231,319.88","6,092,281.00","25.48","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","155,021,032.71","0.05","155,021,032.71","1,858,097.00","83.43","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","154,946,058.76","0.05","154,946,058.76","224,254.00","690.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","154,837,397.00","0.05","154,837,397.00","1,621,334.00","95.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","153,934,691.04","0.05","153,934,691.04","1,727,856.00","89.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","152,443,440.64","0.05","152,443,440.64","5,178,106.00","29.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","151,086,674.56","0.05","151,086,674.56","3,565,888.00","42.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLOGG","Consumer Staples","Equity","149,393,570.61","0.05","149,393,570.61","2,281,863.00","65.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","149,376,341.40","0.05","149,376,341.40","1,401,279.00","106.60","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","148,877,426.64","0.05","148,877,426.64","8,326,478.00","17.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","148,237,873.20","0.05","148,237,873.20","1,418,680.00","104.49","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","148,239,034.59","0.05","148,239,034.59","2,798,547.00","52.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","147,658,194.32","0.05","147,658,194.32","1,388,548.00","106.34","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","147,567,383.28","0.05","147,567,383.28","1,029,492.00","143.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","147,544,872.80","0.05","147,544,872.80","672,370.00","219.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","147,518,082.40","0.05","147,518,082.40","1,049,204.00","140.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","147,060,070.44","0.05","147,060,070.44","950,676.00","154.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","146,015,675.00","0.05","146,015,675.00","26,975.00","5,413.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","145,288,226.16","0.05","145,288,226.16","2,546,236.00","57.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","145,229,693.29","0.05","145,229,693.29","2,028,631.00","71.59","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","144,773,369.65","0.05","144,773,369.65","13,245,505.00","10.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKI","PERKINELMER INC","Health Care","Equity","143,664,903.66","0.05","143,664,903.66","1,126,077.00","127.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","142,793,077.00","0.05","142,793,077.00","512,722.00","278.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Information Technology","Equity","141,771,194.64","0.05","141,771,194.64","498,282.00","284.52","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","139,597,975.08","0.05","139,597,975.08","1,276,266.00","109.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","139,383,063.60","0.05","139,383,063.60","520,630.00","267.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","138,681,983.44","0.05","138,681,983.44","12,864,748.00","10.78","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","138,594,552.22","0.05","138,594,552.22","989,537.00","140.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","136,544,176.80","0.05","136,544,176.80","4,390,488.00","31.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","136,261,639.36","0.05","136,261,639.36","2,018,093.00","67.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","136,016,445.18","0.05","136,016,445.18","341,013.00","398.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","132,895,489.48","0.04","132,895,489.48","460,276.00","288.73","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","132,253,598.27","0.04","132,253,598.27","5,954,687.00","22.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","132,160,809.33","0.04","132,160,809.33","1,122,957.00","117.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","132,119,820.00","0.04","132,119,820.00","3,282,480.00","40.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Financials","Equity","132,037,342.62","0.04","132,037,342.62","657,491.00","200.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","131,116,117.44","0.04","131,116,117.44","1,366,932.00","95.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","130,750,457.80","0.04","130,750,457.80","2,591,684.00","50.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","130,473,590.80","0.04","130,473,590.80","1,755,565.00","74.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","129,504,662.87","0.04","129,504,662.87","335,513.00","385.99","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","128,667,850.65","0.04","128,667,850.65","3,035,335.00","42.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","128,503,193.05","0.04","128,503,193.05","1,282,595.00","100.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","126,903,982.28","0.04","126,903,982.28","1,129,642.00","112.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","126,075,723.54","0.04","126,075,723.54","1,861,171.00","67.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRO","MARATHON OIL CORP","Energy","Equity","125,459,526.96","0.04","125,459,526.96","5,661,531.00","22.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE LTD","Consumer Staples","Equity","125,437,315.62","0.04","125,437,315.62","1,335,434.00","93.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","122,895,230.70","0.04","122,895,230.70","739,887.00","166.10","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","122,523,424.20","0.04","122,523,424.20","721,830.00","169.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","122,308,247.68","0.04","122,308,247.68","371,216.00","329.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","122,259,320.32","0.04","122,259,320.32","945,694.00","129.28","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","121,735,681.00","0.04","121,735,681.00","2,262,745.00","53.80","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","121,650,929.85","0.04","121,650,929.85","2,046,273.00","59.45","United States","NASDAQ","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","121,366,050.72","0.04","121,366,050.72","3,463,643.00","35.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","121,204,868.40","0.04","121,204,868.40","1,748,988.00","69.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","120,544,216.32","0.04","120,544,216.32","2,914,512.00","41.36","United States","NASDAQ","USD","1.00","USD","-"
"RE","EVEREST RE GROUP LTD","Financials","Equity","120,397,739.33","0.04","120,397,739.33","349,151.00","344.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","119,724,890.75","0.04","119,724,890.75","1,120,495.00","106.85","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","119,316,147.12","0.04","119,316,147.12","1,317,828.00","90.54","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","119,074,444.20","0.04","119,074,444.20","1,956,852.00","60.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","117,345,718.60","0.04","117,345,718.60","1,921,810.00","61.06","United States","NASDAQ","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Information Technology","Equity","116,731,695.36","0.04","116,731,695.36","429,856.00","271.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","116,005,938.88","0.04","116,005,938.88","2,095,483.00","55.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","115,986,936.22","0.04","115,986,936.22","2,237,834.00","51.83","United States","NASDAQ","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","115,865,383.77","0.04","115,865,383.77","1,649,799.00","70.23","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","115,632,879.19","0.04","115,632,879.19","575,947.00","200.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","115,477,722.40","0.04","115,477,722.40","948,872.00","121.70","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","115,313,262.23","0.04","115,313,262.23","2,804,993.00","41.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","113,953,062.18","0.04","113,953,062.18","2,011,173.00","56.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","113,223,946.05","0.04","113,223,946.05","348,135.00","325.23","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","111,353,566.26","0.04","111,353,566.26","1,218,577.00","91.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","110,985,071.34","0.04","110,985,071.34","473,506.00","234.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","109,839,429.50","0.04","109,839,429.50","824,930.00","133.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","109,327,218.64","0.04","109,327,218.64","3,170,743.00","34.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","109,246,756.16","0.04","109,246,756.16","3,896,104.00","28.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","109,012,559.04","0.04","109,012,559.04","1,815,968.00","60.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","108,699,723.36","0.04","108,699,723.36","2,198,619.00","49.44","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","106,694,390.70","0.04","106,694,390.70","2,756,961.00","38.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","106,606,585.80","0.04","106,606,585.80","1,401,796.00","76.05","United States","NASDAQ","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","105,523,241.92","0.04","105,523,241.92","1,711,928.00","61.64","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","104,093,066.66","0.04","104,093,066.66","418,162.00","248.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","103,184,392.41","0.03","103,184,392.41","1,605,483.00","64.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","102,625,181.75","0.03","102,625,181.75","1,630,265.00","62.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES","Real Estate","Equity","101,925,711.36","0.03","101,925,711.36","4,874,496.00","20.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","101,707,608.60","0.03","101,707,608.60","1,402,090.00","72.54","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","100,865,771.64","0.03","100,865,771.64","10,810,908.00","9.33","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","100,599,642.00","0.03","100,599,642.00","479,160.00","209.95","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","100,375,417.72","0.03","100,375,417.72","2,846,722.00","35.26","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","100,193,179.24","0.03","100,193,179.24","1,049,363.00","95.48","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","100,097,316.60","0.03","100,097,316.60","2,489,983.00","40.20","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","99,997,179.04","0.03","99,997,179.04","3,272,159.00","30.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","99,785,758.35","0.03","99,785,758.35","2,581,779.00","38.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","99,301,484.86","0.03","99,301,484.86","5,513,686.00","18.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","98,894,047.14","0.03","98,894,047.14","2,087,253.00","47.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","98,908,834.92","0.03","98,908,834.92","2,866,092.00","34.51","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","98,680,655.60","0.03","98,680,655.60","8,320,460.00","11.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","98,305,702.78","0.03","98,305,702.78","315,578.00","311.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","98,076,197.38","0.03","98,076,197.38","981,842.00","99.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","97,975,370.28","0.03","97,975,370.28","919,266.00","106.58","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","97,926,171.75","0.03","97,926,171.75","1,318,871.00","74.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","97,556,570.64","0.03","97,556,570.64","1,788,716.00","54.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","96,852,146.75","0.03","96,852,146.75","3,620,641.00","26.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","96,487,370.64","0.03","96,487,370.64","2,007,644.00","48.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","95,997,951.96","0.03","95,997,951.96","6,374,366.00","15.06","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","95,810,098.68","0.03","95,810,098.68","650,707.00","147.24","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","95,668,711.32","0.03","95,668,711.32","1,208,396.00","79.17","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","94,869,910.08","0.03","94,869,910.08","1,738,818.00","54.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","94,381,539.36","0.03","94,381,539.36","2,888,052.00","32.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDAY","CERIDIAN HCM HOLDING INC","Information Technology","Equity","93,969,617.69","0.03","93,969,617.69","1,371,619.00","68.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","91,080,982.79","0.03","91,080,982.79","4,502,273.00","20.23","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","90,334,484.52","0.03","90,334,484.52","889,294.00","101.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","89,869,260.00","0.03","89,869,260.00","890,500.00","100.92","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","88,447,642.56","0.03","88,447,642.56","191,952.00","460.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","87,899,268.20","0.03","87,899,268.20","453,580.00","193.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
